Image_IDs,Visible_Percent,Ground_Control,Satellite_Azimuth,Date,Time_UTC
20181021_181549_103c,100,TRUE,124.3,10/21/2018,15:49.1
20181021_181550_103c,100,TRUE,124.3,10/21/2018,15:50.2
20181022_175928_0f2a,100,TRUE,198.4,10/22/2018,59:28.2
20181022_175929_0f2a,100,TRUE,198.3,10/22/2018,59:29.2
20181022_181531_1014,100,TRUE,261.6,10/22/2018,15:31.9
20181022_181532_1014,100,TRUE,261.6,10/22/2018,15:32.9
20181023_181517_1029,100,TRUE,128.6,10/23/2018,15:17.2
20181023_181518_1029,100,TRUE,119.6,10/23/2018,15:18.3
20181024_175956_0f4d,100,TRUE,210.9,10/24/2018,59:56.1
20181024_175957_0f4d,100,TRUE,207,10/24/2018,59:57.1
20181024_181600_101e,100,TRUE,157.1,10/24/2018,16:00.4
20181024_181601_101e,100,TRUE,161.4,10/24/2018,16:01.5
20181025_181652_0f34,100,TRUE,262.1,10/25/2018,16:52.2
20181025_181653_0f34,100,TRUE,261.7,10/25/2018,16:53.3
20181027_175901_1020,100,TRUE,141.8,10/27/2018,59:01.5
20181027_175902_1020,100,TRUE,141.8,10/27/2018,59:02.5
20181027_181604_101f,100,TRUE,262,10/27/2018,16:04.7
20181027_181605_101f,100,TRUE,262,10/27/2018,16:05.7
20181028_181652_0f4e,100,TRUE,203.5,10/28/2018,16:52.0
20181028_181653_0f4e,100,TRUE,203.5,10/28/2018,16:53.1
20181028_181654_0f4e,99,TRUE,199.2,10/28/2018,16:54.2
20181029_175916_1054,100,TRUE,172.5,10/29/2018,59:16.4
20181029_175917_1054,100,TRUE,183.1,10/29/2018,59:17.4
20181029_181339_0e3a,100,TRUE,179.4,10/29/2018,13:39.7
20181029_181340_0e3a,100,TRUE,178.7,10/29/2018,13:40.8
20181030_175801_104b,100,TRUE,210.5,10/30/2018,58:01.4
20181030_175802_104b,100,TRUE,210.5,10/30/2018,58:02.4
20181030_181053_0e2f,100,TRUE,100.5,10/30/2018,10:54.0
20181030_181055_0e2f,100,TRUE,100.4,10/30/2018,10:55.0
20181101_175817_0f3d,100,TRUE,179.2,11/1/2018,58:17.6
20181101_175818_0f3d,100,TRUE,181.7,11/1/2018,58:18.6
20181103_175813_0f1a,100,TRUE,147.1,11/3/2018,58:13.5
20181103_175814_0f1a,100,TRUE,147.2,11/3/2018,58:14.5
20181103_181329_0e16,100,TRUE,183.8,11/3/2018,13:29.3
20181103_181330_0e16,100,TRUE,174.6,11/3/2018,13:30.3
20181105_181547_1005,100,TRUE,173.5,11/5/2018,15:47.2
20181105_181548_1005,100,TRUE,173.1,11/5/2018,15:48.2
20181106_175725_0f3c,100,TRUE,146.7,11/6/2018,57:25.7
20181106_181559_1044,100,TRUE,245.2,11/6/2018,15:59.3
20181106_181600_1044,100,TRUE,242.3,11/6/2018,16:00.3
20181107_181541_103b,100,TRUE,153.3,11/7/2018,15:41.8
20181107_181542_103b,100,TRUE,153.3,11/7/2018,15:42.8
20181108_175652_0f49,100,TRUE,195.7,11/8/2018,56:52.4
20181108_175653_0f49,100,TRUE,195.7,11/8/2018,56:53.4
20181108_181620_1008,100,TRUE,183.9,11/8/2018,16:20.6
20181108_181621_1008,100,TRUE,183.9,11/8/2018,16:21.7
20181109_181231_0e20,100,TRUE,270.2,11/9/2018,12:31.4
20181109_181232_0e20,100,TRUE,269.8,11/9/2018,12:32.5
20181109_181630_1002,100,TRUE,223.5,11/9/2018,16:30.2
20181109_181631_1002,100,TRUE,223.3,11/9/2018,16:31.2
20181110_175735_104a,100,TRUE,183.7,11/10/2018,57:35.8
20181110_175736_104a,100,TRUE,186.3,11/10/2018,57:36.7
20181110_181707_1038,100,TRUE,145,11/10/2018,17:07.7
20181110_181708_1038,100,TRUE,143.5,11/10/2018,17:08.8
20181111_175621_101c,100,TRUE,169.1,11/11/2018,56:21.7
20181111_175622_101c,100,TRUE,168.3,11/11/2018,56:22.7
20181111_181554_103c,100,TRUE,142.9,11/11/2018,15:54.4
20181111_181555_103c,100,TRUE,141.5,11/11/2018,15:55.4
20181112_181633_1035,100,TRUE,177.2,11/12/2018,16:33.6
20181112_181634_1035,100,TRUE,177.2,11/12/2018,16:34.6
20181113_175631_1050,76,TRUE,202.5,11/13/2018,56:31.8
20181113_175632_1050,73,TRUE,200.4,11/13/2018,56:32.8
20181113_175633_1050,79,TRUE,200.4,11/13/2018,56:33.7
20181113_181503_100e,76,TRUE,101,11/13/2018,15:03.2
20181113_181504_100e,70,TRUE,101,11/13/2018,15:04.3
20181114_181706_1011,100,TRUE,187.1,11/14/2018,17:06.2
20181114_181707_1011,100,TRUE,191.9,11/14/2018,17:07.3
20181114_181708_1011,100,TRUE,192,11/14/2018,17:08.3
20181115_181652_0f34,100,TRUE,150.6,11/15/2018,16:52.4
20181115_181653_0f34,100,TRUE,144.9,11/15/2018,16:53.4
20181117_175329_0f3c,100,TRUE,158,11/17/2018,53:29.7
20181117_175330_0f3c,100,TRUE,158,11/17/2018,53:30.6
20181117_175331_0f3c,100,TRUE,156.6,11/17/2018,53:31.6
20181117_175606_0f44,100,TRUE,194.8,11/17/2018,56:06.6
20181117_175607_0f44,100,TRUE,194.8,11/17/2018,56:07.6
20181117_175608_0f44,100,TRUE,195.9,11/17/2018,56:08.6
20181117_181646_1003,100,TRUE,187.2,11/17/2018,16:46.7
20181118_181643_100a,100,TRUE,183.1,11/18/2018,16:43.4
20181118_181644_100a,100,TRUE,183.1,11/18/2018,16:44.4
20181120_181124_0e26,100,TRUE,151.8,11/20/2018,11:24.8
20181120_181125_0e26,100,TRUE,151.8,11/20/2018,11:25.9
20181124_175507_1052,85,TRUE,207.8,11/24/2018,55:07.8
20181124_175508_1052,72,TRUE,215.3,11/24/2018,55:08.8
20181126_175457_104e,100,TRUE,178.1,11/26/2018,54:57.7
20181126_175458_104e,100,TRUE,173.5,11/26/2018,54:58.7
20181126_175459_104e,100,TRUE,173.5,11/26/2018,54:59.7
20181126_181533_1024,100,TRUE,179.2,11/26/2018,15:33.2
20181126_181534_1024,100,TRUE,174.2,11/26/2018,15:34.2
20181126_181704_103e,100,TRUE,109.8,11/26/2018,17:04.9
20181130_181126_0e20,97,TRUE,102.9,11/30/2018,11:26.8
20181130_181127_0e20,100,TRUE,103.2,11/30/2018,11:27.8
20181130_181457_1002,100,TRUE,101.9,11/30/2018,14:57.6
20181130_181651_1025,100,TRUE,271.1,11/30/2018,16:51.7
20181130_181652_1025,100,TRUE,270,11/30/2018,16:52.8
20181201_175543_0f3d,100,TRUE,265.9,12/1/2018,55:43.2
20181201_175544_0f3d,100,TRUE,265.9,12/1/2018,55:44.2
20181202_175412_0f2a,100,TRUE,195.6,12/2/2018,54:12.6
20181202_175413_0f2a,100,TRUE,195.5,12/2/2018,54:13.5
20181202_181642_101b,98,TRUE,217.6,12/2/2018,16:42.7
20181202_181643_101b,100,TRUE,217.7,12/2/2018,16:43.7
20181202_181827_0f43,100,TRUE,173.5,12/2/2018,18:27.5
20181202_181828_0f43,99,TRUE,173.5,12/2/2018,18:28.5
20181203_181821_0f22,100,TRUE,238.1,12/3/2018,18:21.3
20181203_181822_0f22,100,TRUE,238.1,12/3/2018,18:22.3
20181204_175406_0f4d,59,TRUE,203.1,12/4/2018,54:06.3
20181204_181616_102c,70,TRUE,158.6,12/4/2018,16:16.3
20181204_181617_102c,95,TRUE,158.6,12/4/2018,16:17.3
20181207_175236_1020,100,TRUE,179.9,12/7/2018,52:37.0
20181207_175237_1020,100,TRUE,179.9,12/7/2018,52:37.9
20181207_181735_0f12,100,TRUE,214.3,12/7/2018,17:35.4
20181207_181736_0f12,100,TRUE,196.4,12/7/2018,17:36.5
20181207_181737_0f12,100,TRUE,196.4,12/7/2018,17:37.5
20181208_175202_0f2b,100,TRUE,107.9,12/8/2018,52:02.3
20181208_175317_0f49,100,TRUE,256.9,12/8/2018,53:17.3
20181208_175318_0f49,100,TRUE,256.9,12/8/2018,53:18.3
20181208_181640_1029,100,TRUE,272.7,12/8/2018,16:40.7
20181208_181641_1029,100,TRUE,272.7,12/8/2018,16:41.7
20181209_181655_1012,67,TRUE,173.6,12/9/2018,16:55.0
20181212_175304_0f47,99,TRUE,198.6,12/12/2018,53:04.1
20181212_175305_0f47,99,TRUE,194.6,12/12/2018,53:05.1
20181212_181651_0f35,100,TRUE,153.7,12/12/2018,16:51.6
20181212_181652_0f35,99,TRUE,151.5,12/12/2018,16:52.7
20181213_175212_1050,100,TRUE,151.4,12/13/2018,52:12.9
20181213_175213_1050,100,TRUE,157.1,12/13/2018,52:13.8
20181213_175214_1050,99,TRUE,157.1,12/13/2018,52:14.8
20181215_181744_0f31,100,TRUE,168.5,12/15/2018,17:44.9
20181215_181745_0f31,100,TRUE,171.1,12/15/2018,17:45.9
20181216_181637_1009,84,TRUE,163.6,12/16/2018,16:37.1
20181216_181638_1009,87,TRUE,163.6,12/16/2018,16:38.1
20181218_181810_1006,98,TRUE,272.7,12/18/2018,18:10.4
20181218_181811_1006,99,TRUE,272.1,12/18/2018,18:11.5
20181219_181740_0f28,98,TRUE,150.9,12/19/2018,17:40.4
20181219_181741_0f28,91,TRUE,150.9,12/19/2018,17:41.4
20181220_181335_0e0f,58,TRUE,138.8,12/20/2018,13:35.2
20181221_175046_1051,100,TRUE,238.9,12/21/2018,50:46.2
20181221_175047_1051,100,TRUE,243.2,12/21/2018,50:47.1
20181221_175048_1051,100,TRUE,243.2,12/21/2018,50:48.1
20181221_181720_1024,100,TRUE,271.2,12/21/2018,17:20.9
20181221_181721_1024,100,TRUE,271.2,12/21/2018,17:21.9
20181222_175049_0f21,100,TRUE,214.8,12/22/2018,50:49.1
20181222_175050_0f21,98,TRUE,214.7,12/22/2018,50:50.1
20181222_175051_1_0f21,100,TRUE,215.5,12/22/2018,50:51.0
20181223_181659_103b,100,TRUE,213.4,12/23/2018,16:59.6
20181223_181700_103b,98,TRUE,207.2,12/23/2018,17:00.6
20181223_181932_0f17,61,TRUE,273.2,12/23/2018,19:32.3
20181223_181933_0f17,88,TRUE,273.2,12/23/2018,19:33.3
20181224_181719_1008,100,TRUE,164.1,12/24/2018,17:19.1
20181224_181720_1008,100,TRUE,169.3,12/24/2018,17:20.2
20181224_181721_1008,100,TRUE,169.3,12/24/2018,17:21.2
20181225_181316_0e20,53,TRUE,149.7,12/25/2018,13:16.9
20181225_181318_0e20,76,TRUE,145.5,12/25/2018,13:18.0
20181225_181319_0e20,94,TRUE,145.5,12/25/2018,13:19.1
20181227_175033_1_0f2b,100,TRUE,199,12/27/2018,50:34.0
20181227_175034_0f2b,99,TRUE,193.9,12/27/2018,50:34.9
20181228_181653_1035,100,TRUE,113.9,12/28/2018,16:53.8
20181228_181654_1035,100,TRUE,113.5,12/28/2018,16:54.9
20181230_174918_101c,100,TRUE,179.3,12/30/2018,49:18.8
20181230_174919_101c,99,TRUE,184.1,12/30/2018,49:19.7
20181230_181716_1011,100,TRUE,185.8,12/30/2018,17:17.0
20181230_181718_1011,100,TRUE,186.9,12/30/2018,17:18.0
20181231_181121_0e0e,62,TRUE,61.2,12/31/2018,11:21.7
20181231_181122_0e0e,78,TRUE,61,12/31/2018,11:22.8
20181231_181123_0e0e,100,TRUE,107.5,12/31/2018,11:23.8
20190102_181709_1029,100,TRUE,103.9,1/2/2019,17:09.3
20190102_181710_1029,99,TRUE,102.7,1/2/2019,17:10.4
20190103_181817_1012,100,TRUE,268.2,1/3/2019,18:17.9
20190103_181818_1012,100,TRUE,266.4,1/3/2019,18:18.9
20190103_181819_1012,100,TRUE,266.4,1/3/2019,18:20.0
20190104_174825_0f2d,100,TRUE,188.6,1/4/2019,48:25.4
20190104_174826_0f2d,100,TRUE,188.6,1/4/2019,48:26.4
20190104_181815_0f52,100,TRUE,110.4,1/4/2019,18:15.5
20190104_181816_0f52,100,TRUE,110.4,1/4/2019,18:16.5
20190106_181802_0f35,92,TRUE,144.6,1/6/2019,18:02.3
20190106_181803_0f35,86,TRUE,144.6,1/6/2019,18:03.3
20190110_174740_0f21,64,TRUE,174,1/10/2019,47:40.8
20190110_174741_0f21,75,TRUE,174,1/10/2019,47:41.7
20190110_181726_1009,100,TRUE,210.2,1/10/2019,17:26.4
20190110_181727_1009,99,TRUE,210.3,1/10/2019,17:27.5
20190112_181902_1006,87,TRUE,272.1,1/12/2019,19:02.2
20190112_181903_1006,72,TRUE,272.8,1/12/2019,19:03.2
20190116_174739_1054,88,TRUE,228.1,1/16/2019,47:39.6
20190116_174740_1054,100,TRUE,228,1/16/2019,47:40.5
20190116_181820_103d,97,TRUE,191.3,1/16/2019,18:20.5
20190116_181821_103d,69,TRUE,190.6,1/16/2019,18:21.5
20190118_181840_1032,99,TRUE,228.4,1/18/2019,18:40.6
20190118_181841_1032,79,TRUE,225.5,1/18/2019,18:41.6
20190119_181336_0e20,100,TRUE,266.3,1/19/2019,13:36.9
20190119_181337_0e20,100,TRUE,267.4,1/19/2019,13:38.0
20190121_174644_0f36,100,TRUE,188.4,1/21/2019,46:45.0
20190121_174645_0f36,100,TRUE,188.3,1/21/2019,46:45.9
20190121_181857_101b,100,TRUE,274.3,1/21/2019,18:57.6
20190121_181858_101b,100,TRUE,274.3,1/21/2019,18:58.6
20190122_174655_104e,86,TRUE,224.5,1/22/2019,46:56.0
20190122_174656_104e,94,TRUE,224.4,1/22/2019,46:56.9
20190123_181828_100e,99,TRUE,107.4,1/23/2019,18:28.8
20190123_181829_100e,100,TRUE,107.4,1/23/2019,18:29.9
20190124_174453_0f44,100,TRUE,83.1,1/24/2019,44:53.8
20190124_174454_0f44,100,TRUE,83.2,1/24/2019,44:54.8
20190124_181724_1011,100,TRUE,101.9,1/24/2019,17:24.5
20190124_181725_1011,100,TRUE,101.9,1/24/2019,17:25.6
20190124_181726_1011,100,TRUE,101.9,1/24/2019,17:26.7
20190125_181932_103a,99,TRUE,268.5,1/25/2019,19:32.8
20190125_181933_103a,100,TRUE,269.4,1/25/2019,19:33.8
20190130_174340_0f4d,86,TRUE,83.1,1/30/2019,43:40.9
20190130_174341_0f4d,96,TRUE,83.1,1/30/2019,43:41.9
20190130_182118_0f15,99,TRUE,276.8,1/30/2019,21:18.4
20190130_182119_0f15,99,TRUE,276.8,1/30/2019,21:19.4
20190205_174220_104a,73,TRUE,84.7,2/5/2019,42:20.2
20190205_174221_104a,85,TRUE,84.7,2/5/2019,42:21.1
20190206_174210_1_1043,100,TRUE,84.5,2/6/2019,42:11.0
20190206_174211_1043,100,TRUE,84.4,2/6/2019,42:11.9
20190206_174212_1043,99,TRUE,84.4,2/6/2019,42:12.9
20190206_182006_1004,98,TRUE,277.5,2/6/2019,20:06.3
20190206_182007_1004,100,TRUE,277.4,2/6/2019,20:07.3
20190207_174251_0f46,100,TRUE,82.9,2/7/2019,42:51.1
20190207_174252_0f46,99,TRUE,82.9,2/7/2019,42:52.1
20190207_181915_0f28,98,TRUE,169.5,2/7/2019,19:15.6
20190207_181916_0f28,100,TRUE,164.6,2/7/2019,19:16.7
20190209_181713_1005,58,TRUE,101.1,2/9/2019,17:13.2
20190216_181908_0f22,96,TRUE,102.1,2/16/2019,19:08.0
20190216_181909_0f22,99,TRUE,101.8,2/16/2019,19:09.1
20190216_182018_1008,77,TRUE,276.6,2/16/2019,20:18.4
20190216_182019_1008,99,TRUE,276.6,2/16/2019,20:19.5
20190218_174223_104e,89,TRUE,254.9,2/18/2019,42:23.6
20190218_181843_1038,55,TRUE,103.6,2/18/2019,18:43.4
20190218_181844_1038,78,TRUE,103.8,2/18/2019,18:44.5
20190218_181845_1038,91,TRUE,103.8,2/18/2019,18:45.5
20190219_182121_101b,100,TRUE,277.6,2/19/2019,21:21.5
20190219_182122_101b,100,TRUE,277.5,2/19/2019,21:22.6
20190219_182123_101b,100,TRUE,277.5,2/19/2019,21:23.6
20190221_174005_1048,78,TRUE,83.3,2/21/2019,40:05.6
20190221_174006_1048,83,TRUE,83.4,2/21/2019,40:06.5
20190221_174007_1048,76,TRUE,83.3,2/21/2019,40:07.5
20190221_181813_1001,86,TRUE,108.5,2/21/2019,18:13.2
20190222_181637_1012,99,TRUE,100.7,2/22/2019,16:37.8
20190222_181638_1012,100,TRUE,100.7,2/22/2019,16:38.8
20190225_174442_0f36,100,TRUE,259.9,2/25/2019,44:42.7
20190225_174443_0f36,100,TRUE,259.9,2/25/2019,44:43.7
20190225_181703_1029,100,TRUE,100.3,2/25/2019,17:03.1
20190225_181704_1029,100,TRUE,100.3,2/25/2019,17:04.1
20190225_181805_101f,100,TRUE,107.3,2/25/2019,18:05.7
20190225_181806_101f,100,TRUE,107.3,2/25/2019,18:06.8
20190226_181958_1012,77,TRUE,275.7,2/26/2019,19:58.9
20190304_173848_1051,69,TRUE,86,3/4/2019,38:48.4
20190307_181919_1013,56,TRUE,270.6,3/7/2019,19:19.7
20190310_173940_0f24,91,TRUE,148.5,3/10/2019,39:40.6
20190310_173941_0f24,95,TRUE,152.7,3/10/2019,39:41.6
20190310_181727_103e,80,TRUE,100.5,3/10/2019,17:27.3
20190310_181728_103e,98,TRUE,100.5,3/10/2019,17:28.3
20190310_182635_94_105d,91,TRUE,100.6,3/10/2019,26:35.9
20190310_182637_96_105d,94,TRUE,100.6,3/10/2019,26:38.0
20190311_182110_1040,54,TRUE,276.4,3/11/2019,21:10.7
20190311_182111_1040,58,TRUE,276.4,3/11/2019,21:11.7
20190312_173927_1051,100,TRUE,257.4,3/12/2019,39:27.5
20190312_173928_1051,100,TRUE,257.4,3/12/2019,39:28.4
20190312_181208_0e2f,100,TRUE,101.1,3/12/2019,12:08.7
20190312_181209_0e2f,100,TRUE,101.2,3/12/2019,12:09.8
20190313_173709_1043,100,TRUE,84.5,3/13/2019,37:09.3
20190313_173710_1043,100,TRUE,84.5,3/13/2019,37:10.3
20190313_181833_1032,100,TRUE,103,3/13/2019,18:33.2
20190313_181834_1032,99,TRUE,103.5,3/13/2019,18:34.3
20190314_182030_103e,99,TRUE,274.6,3/14/2019,20:30.2
20190314_182031_103e,99,TRUE,274.2,3/14/2019,20:31.2
20190314_182032_103e,99,TRUE,274.2,3/14/2019,20:32.3
20190314_182720_96_105b,100,TRUE,103.4,3/14/2019,27:21.0
20190314_182722_98_105b,100,TRUE,103.5,3/14/2019,27:23.0
20190316_174052_0f4a,100,TRUE,260.2,3/16/2019,40:52.8
20190316_174053_0f4a,100,TRUE,260.2,3/16/2019,40:53.8
20190317_182700_44_1066,100,TRUE,102.1,3/17/2019,27:00.4
20190318_181722_1002,100,TRUE,100.7,3/18/2019,17:22.1
20190322_181714_1003,100,TRUE,100.5,3/22/2019,17:14.3
20190322_181715_1003,100,TRUE,100.5,3/22/2019,17:15.3
20190325_173613_1020,100,TRUE,89.6,3/25/2019,36:13.6
20190325_173614_1020,100,TRUE,89.6,3/25/2019,36:14.6
20190325_173615_1020,100,TRUE,89.8,3/25/2019,36:15.5
20190326_173215_0f24,100,TRUE,46.8,3/26/2019,32:16.0
20190326_173216_0f24,99,TRUE,46.8,3/26/2019,32:16.9
20190326_173727_1_0f2b,99,TRUE,249.2,3/26/2019,37:28.0
20190326_173728_0f2b,95,TRUE,249.2,3/26/2019,37:28.9
20190328_182305_0f34,92,TRUE,277.6,3/28/2019,23:05.1
20190328_182306_0f34,90,TRUE,277.2,3/28/2019,23:06.2
20190329_173424_101c,99,TRUE,83.5,3/29/2019,34:24.8
20190329_173425_101c,99,TRUE,83.4,3/29/2019,34:25.7
20190329_182244_0f15,99,TRUE,276.6,3/29/2019,22:44.2
20190329_182245_0f15,100,TRUE,276.7,3/29/2019,22:45.2
20190330_181748_1021,100,TRUE,100.6,3/30/2019,17:48.5
20190330_181749_1021,100,TRUE,100.6,3/30/2019,17:49.5
20190330_185855_61_106f,100,TRUE,258.1,3/30/2019,58:55.6
20190331_173627_1052,100,TRUE,253.2,3/31/2019,36:27.9
20190331_173628_1052,100,TRUE,253,3/31/2019,36:28.8
20190331_181746_1015,100,TRUE,100.4,3/31/2019,17:46.5
20190331_181747_1015,100,TRUE,100.5,3/31/2019,17:47.5
20190401_183057_50_1057,100,TRUE,277.6,4/1/2019,30:57.5
20190401_183059_54_1057,96,TRUE,277.6,4/1/2019,30:59.5
20190402_173543_1020,65,TRUE,86.9,4/2/2019,35:43.4
20190402_173544_1020,55,TRUE,86.6,4/2/2019,35:44.4
20190403_182050_1021,87,TRUE,277.5,4/3/2019,20:50.3
20190409_173455_0f36,93,TRUE,167.5,4/9/2019,34:55.9
20190409_173456_0f36,96,TRUE,167.5,4/9/2019,34:56.8
20190409_182102_1013,100,TRUE,274.2,4/9/2019,21:02.2
20190409_182103_1013,100,TRUE,274.7,4/9/2019,21:03.2
20190409_182815_15_105f,99,TRUE,101.1,4/9/2019,28:15.2
20190409_182817_19_105f,100,TRUE,101.2,4/9/2019,28:17.2
20190410_182016_0f17,100,TRUE,101.9,4/10/2019,20:16.9
20190410_182017_0f17,100,TRUE,101.8,4/10/2019,20:18.0
20190412_181710_1025,99,TRUE,100.8,4/12/2019,17:10.5
20190412_181711_1025,100,TRUE,100.8,4/12/2019,17:11.6
20190412_182038_100e,100,TRUE,183.7,4/12/2019,20:38.1
20190412_182103_1005,100,TRUE,276.9,4/12/2019,21:03.4
20190412_182104_1005,100,TRUE,276.9,4/12/2019,21:04.5
20190413_181810_1034,100,TRUE,100.5,4/13/2019,18:10.8
20190413_181811_1034,100,TRUE,100.5,4/13/2019,18:11.9
20190414_173256_101c,100,TRUE,91.4,4/14/2019,32:56.8
20190414_173257_101c,100,TRUE,91.4,4/14/2019,32:57.8
20190414_182118_103b,100,TRUE,274.1,4/14/2019,21:18.7
20190414_182119_103b,100,TRUE,274.1,4/14/2019,21:19.7
20190416_185645_59_106d,51,TRUE,257.5,4/16/2019,56:45.6
20190417_182133_1044,100,TRUE,276.1,4/17/2019,21:33.1
20190417_182134_1044,100,TRUE,276,4/17/2019,21:34.1
20190417_183129_02_105d,100,TRUE,277,4/17/2019,31:29.0
20190417_183131_03_105d,100,TRUE,276.9,4/17/2019,31:31.0
20190418_173308_1020,100,TRUE,86,4/18/2019,33:08.2
20190418_173309_1020,100,TRUE,86,4/18/2019,33:09.1
20190418_181828_103c,94,TRUE,100.5,4/18/2019,18:28.2
20190418_181829_103c,98,TRUE,100.3,4/18/2019,18:29.2
20190418_185648_50_1062,92,TRUE,252.3,4/18/2019,56:48.5
20190418_185650_57_1062,74,TRUE,251.7,4/18/2019,56:50.6
20190421_173319_104a,100,TRUE,258.5,4/21/2019,33:19.6
20190421_181756_1027,100,TRUE,100.6,4/21/2019,17:56.5
20190421_181757_1027,100,TRUE,100.6,4/21/2019,17:57.6
20190424_181821_1003,100,TRUE,102.2,4/24/2019,18:21.7
20190424_181822_1003,100,TRUE,102.2,4/24/2019,18:22.8
20190424_182100_1002,100,TRUE,277.3,4/24/2019,21:00.1
20190424_182101_1002,100,TRUE,277.3,4/24/2019,21:01.2
20190424_182102_1002,100,TRUE,277.2,4/24/2019,21:02.2
20190425_173153_0f36,100,TRUE,87,4/25/2019,31:53.9
20190425_173154_0f36,100,TRUE,86.7,4/25/2019,31:54.8
20190425_173155_0f36,100,TRUE,86.7,4/25/2019,31:55.7
20190426_185539_53_1067,99,TRUE,250,4/26/2019,55:39.5
20190426_185541_59_1067,100,TRUE,250.7,4/26/2019,55:41.6
20190428_181258_0e19,91,TRUE,276.3,4/28/2019,12:58.7
20190428_181259_0e19,74,TRUE,276.3,4/28/2019,12:59.8
20190501_172927_0f46,67,TRUE,82.9,5/1/2019,29:27.9
20190501_172928_0f46,73,TRUE,82.9,5/1/2019,29:28.9
20190501_172929_0f46,90,TRUE,83.2,5/1/2019,29:29.8
20190501_182311_0f12,93,TRUE,277,5/1/2019,23:12.0
20190501_182313_0f12,96,TRUE,277.3,5/1/2019,23:13.1
20190502_182952_81_1058,100,TRUE,102.1,5/2/2019,29:52.8
20190502_182954_86_1058,100,TRUE,102,5/2/2019,29:54.9
20190503_181949_100a,100,TRUE,187.8,5/3/2019,19:49.2
20190503_181950_100a,99,TRUE,187.8,5/3/2019,19:50.2
20190503_182005_0f4e,100,TRUE,100.7,5/3/2019,20:05.5
20190503_182006_0f4e,100,TRUE,100.7,5/3/2019,20:06.6
20190503_182942_10_1061,100,TRUE,101.9,5/3/2019,29:42.1
20190503_182944_15_1061,100,TRUE,102,5/3/2019,29:44.2
20190504_173107_0f4a,83,TRUE,82.7,5/4/2019,31:07.2
20190504_173239_0f2e,88,TRUE,177.3,5/4/2019,32:39.8
20190504_173240_0f2e,99,TRUE,177.3,5/4/2019,32:40.8
20190507_172853_104a,62,TRUE,83.6,5/7/2019,28:53.2
20190508_181910_1004,100,TRUE,100.9,5/8/2019,19:10.6
20190508_181911_1004,75,TRUE,100.9,5/8/2019,19:11.6
20190512_172935_1049,100,TRUE,251.9,5/12/2019,29:36.0
20190512_172936_1049,100,TRUE,251.9,5/12/2019,29:36.9
20190512_181903_1040,100,TRUE,100.9,5/12/2019,19:03.5
20190512_182139_1004,100,TRUE,272.5,5/12/2019,21:39.6
20190512_182140_1004,100,TRUE,274.4,5/12/2019,21:40.6
20190512_184125_22_105c,100,TRUE,269.1,5/12/2019,41:25.2
20190512_184127_73_105c,94,TRUE,269.6,5/12/2019,41:27.7
20190513_172736_0f2b,100,TRUE,83.8,5/13/2019,27:37.0
20190513_172737_0f2b,100,TRUE,83.8,5/13/2019,27:37.9
20190513_181946_0f17,100,TRUE,100.4,5/13/2019,19:46.9
20190513_181947_0f17,100,TRUE,100.3,5/13/2019,19:47.9
20190513_181948_0f17,100,TRUE,100.3,5/13/2019,19:49.0
20190514_182029_1010,99,TRUE,275.1,5/14/2019,20:29.5
20190514_182030_1010,100,TRUE,274.7,5/14/2019,20:30.5
20190516_172714_1043,51,TRUE,85.3,5/16/2019,27:14.7
20190517_172722_1_0f4d,77,TRUE,83.3,5/17/2019,27:23.0
20190517_172723_0f4d,90,TRUE,83.3,5/17/2019,27:23.9
20190517_182016_103b,100,TRUE,176.6,5/17/2019,20:16.6
20190517_182017_103b,100,TRUE,176.6,5/17/2019,20:17.6
20190522_173142_0f3d,70,TRUE,258.5,5/22/2019,31:42.3
20190522_173143_0f3d,50,TRUE,258.5,5/22/2019,31:43.2
20190522_181911_0f22,50,TRUE,100.3,5/22/2019,19:12.0
20190524_172651_0f21,100,TRUE,87.8,5/24/2019,26:51.2
20190524_172652_0f21,96,TRUE,87.7,5/24/2019,26:52.2
20190524_172653_0f21,85,TRUE,87.7,5/24/2019,26:53.1
20190525_183147_35_1058,83,TRUE,268.9,5/25/2019,31:47.4
20190525_183203_26_105d,64,TRUE,108.9,5/25/2019,32:03.3
20190527_172713_0f3c,97,TRUE,84.1,5/27/2019,27:13.4
20190527_172714_0f3c,89,TRUE,84.1,5/27/2019,27:14.4
20190527_181852_1002,94,TRUE,102.2,5/27/2019,18:52.4
20190527_181853_1002,97,TRUE,102.3,5/27/2019,18:53.5
20190528_172619_1048,100,TRUE,85.1,5/28/2019,26:19.4
20190528_172620_1048,100,TRUE,85,5/28/2019,26:20.4
20190528_182203_1042,94,TRUE,276.9,5/28/2019,22:03.8
20190528_182204_1042,99,TRUE,276.9,5/28/2019,22:04.9
20190530_172806_0f3d,100,TRUE,258.4,5/30/2019,28:06.4
20190530_172807_0f3d,100,TRUE,258.4,5/30/2019,28:07.3
20190530_183033_53_1059,100,TRUE,101.2,5/30/2019,30:33.5
20190530_183035_58_1059,100,TRUE,101.3,5/30/2019,30:35.6
20190601_182046_1027,78,TRUE,104.5,6/1/2019,20:46.8
20190601_182047_1027,78,TRUE,104.5,6/1/2019,20:47.8
20190601_185357_90_1068,55,FALSE,251.9,6/1/2019,53:57.9
20190603_185505_03_106a,100,TRUE,257.1,6/3/2019,55:05.0
