Image_IDs,Visible_Percent,Ground_Control,Satellite_Azimuth,Date,Time_UTC
20160820_175413_0e16,100,TRUE,231,8/20/2016,54:13.1
20160820_175414_0e16,100,TRUE,241.2,8/20/2016,54:14.1
20160820_175415_0e16,100,TRUE,241.9,8/20/2016,54:15.2
20160926_175519_0e20,100,TRUE,192.6,9/26/2016,55:19.7
20160930_175433_0e0d,100,TRUE,165,9/30/2016,54:33.2
20160930_175434_0e0d,100,TRUE,181.9,9/30/2016,54:34.4
20161002_175402_0e19,100,TRUE,195.8,10/2/2016,54:02.5
20161002_175403_0e19,100,TRUE,196.3,10/2/2016,54:03.6
20161005_175540_0e0d,100,TRUE,186,10/5/2016,55:40.7
20161005_175541_0e0d,100,TRUE,187.3,10/5/2016,55:41.8
20161021_175459_0e0f,100,TRUE,159.8,10/21/2016,54:59.8
20161021_175500_0e0f,100,TRUE,167.7,10/21/2016,55:00.9
20161101_175537_0e20,99,TRUE,194,11/1/2016,55:38.0
20161101_175539_0e20,100,TRUE,190.7,11/1/2016,55:39.1
20161112_175553_0e19,95,TRUE,182.7,11/12/2016,55:53.1
20161112_175554_0e19,93,TRUE,190.2,11/12/2016,55:54.2
20161113_175527_0e26,100,TRUE,179.6,11/13/2016,55:27.6
20161113_175528_0e26,100,TRUE,185.9,11/13/2016,55:28.8
20161124_175706_0e0d,100,TRUE,194.8,11/24/2016,57:06.6
20161124_175707_0e0d,100,TRUE,194.5,11/24/2016,57:07.7
20161129_175630_0e0d,100,TRUE,200.4,11/29/2016,56:30.8
20161129_175631_0e0d,100,TRUE,183.9,11/29/2016,56:32.0
20161204_175715_0e3a,100,TRUE,168.8,12/4/2016,57:15.3
20161204_175716_0e3a,100,TRUE,173.4,12/4/2016,57:16.5
20170130_175905_0e20,100,TRUE,179.5,1/30/2017,59:05.4
20170130_175906_0e20,100,TRUE,178.8,1/30/2017,59:06.4
20170201_175828_0e0d,80,TRUE,174.4,2/1/2017,58:28.8
20170201_175829_0e0d,92,TRUE,173.2,2/1/2017,58:29.9
20170224_175841_0e14,100,TRUE,181.6,2/24/2017,58:41.1
20170224_175842_0e14,94,TRUE,179.8,2/24/2017,58:42.2
20170228_175951_0e1f,100,TRUE,177.7,2/28/2017,59:51.7
20170228_175952_0e1f,100,TRUE,176.7,2/28/2017,59:52.8
20170308_180027_0e16,100,TRUE,171.3,3/8/2017,00:27.1
20170308_180028_0e16,100,TRUE,177.3,3/8/2017,00:28.2
20170312_175227_0f1d,100,TRUE,190.5,3/12/2017,52:27.9
20170312_175229_0f1d,100,TRUE,188.6,3/12/2017,52:29.0
20170312_175230_0f1d,100,TRUE,187.5,3/12/2017,52:30.1
20170312_180024_0e0d,100,TRUE,166,3/12/2017,00:24.9
20170312_180026_0e0d,100,TRUE,162.8,3/12/2017,00:26.0
20170315_175915_0e20,100,TRUE,172,3/15/2017,59:15.5
20170315_175916_0e20,100,TRUE,170.2,3/15/2017,59:16.6
20170316_175209_100f,100,TRUE,183.7,3/16/2017,52:09.7
20170316_175210_100f,100,TRUE,181.8,3/16/2017,52:10.8
20170317_175205_0f17,100,TRUE,175.7,3/17/2017,52:05.4
20170317_175206_0f17,100,TRUE,177.4,3/17/2017,52:06.4
20170327_175243_1003,99,TRUE,175.8,3/27/2017,52:43.2
20170327_175244_1003,100,TRUE,177,3/27/2017,52:44.3
20170410_180151_0e0d,100,TRUE,182.7,4/10/2017,01:51.2
20170410_180152_0e0d,100,TRUE,187.6,4/10/2017,01:52.3
20170414_175316_1017,100,TRUE,177.5,4/14/2017,53:16.4
20170414_175317_1017,100,TRUE,178.8,4/14/2017,53:17.5
20170419_175322_0f52,100,TRUE,177.5,4/19/2017,53:22.9
20170419_175323_0f52,100,TRUE,180.3,4/19/2017,53:23.9
20170427_175401_1005,99,TRUE,180.4,4/27/2017,54:01.5
20170427_175402_1005,100,TRUE,183.3,4/27/2017,54:02.5
20170427_175403_1005,100,TRUE,182.9,4/27/2017,54:03.6
20170503_175507_0f52,100,TRUE,179.5,5/3/2017,55:07.6
20170503_175508_0f52,100,TRUE,182.5,5/3/2017,55:08.7
20170504_175445_1023,100,TRUE,184.9,5/4/2017,54:45.2
20170504_175446_1023,100,TRUE,185.7,5/4/2017,54:46.3
20170508_175433_101b,96,TRUE,181.1,5/8/2017,54:33.5
20170508_175434_101b,99,TRUE,175.4,5/8/2017,54:34.5
20170508_180121_0e30,100,TRUE,187,5/8/2017,01:21.4
20170508_180122_0e30,100,TRUE,192,5/8/2017,01:22.4
20170512_180053_0e14,94,TRUE,184.4,5/12/2017,00:53.0
20170514_175424_102f,100,TRUE,179.5,5/14/2017,54:24.3
20170514_175425_102f,100,TRUE,178.1,5/14/2017,54:25.4
20170516_175505_1015,100,TRUE,179,5/16/2017,55:05.6
20170516_175506_1015,100,TRUE,181.7,5/16/2017,55:06.7
20170522_175532_101b,100,TRUE,182.3,5/22/2017,55:32.2
20170522_175533_101b,100,TRUE,180.7,5/22/2017,55:33.3
20170523_180201_0e0d,99,TRUE,181,5/23/2017,02:01.7
20170523_180202_0e0d,92,TRUE,188.6,5/23/2017,02:02.7
20170523_180259_0e3a,100,TRUE,197.8,5/23/2017,02:59.5
20170523_180300_0e3a,90,TRUE,193.1,5/23/2017,03:00.6
20170528_175456_1002,100,TRUE,183.3,5/28/2017,54:56.2
20170528_175457_1002,100,TRUE,182.8,5/28/2017,54:57.3
20170530_175537_1019,100,TRUE,176.7,5/30/2017,55:37.7
20170530_175538_1019,99,TRUE,178.3,5/30/2017,55:38.8
20170602_175505_1025,100,TRUE,186.6,6/2/2017,55:05.1
20170602_175506_1025,100,TRUE,185.3,6/2/2017,55:06.1
20170607_175618_1008,100,TRUE,176.3,6/7/2017,56:18.6
20170607_175619_1008,100,TRUE,169.9,6/7/2017,56:19.6
20170607_175624_1030,79,TRUE,180.6,6/7/2017,56:24.6
20170607_175625_1030,61,TRUE,181.6,6/7/2017,56:25.6
20170607_180254_0e16,97,TRUE,192.8,6/7/2017,02:55.0
20170607_180256_0e16,79,TRUE,191.2,6/7/2017,02:56.0
20170608_175624_1036,100,TRUE,185.2,6/8/2017,56:24.6
20170608_175625_1036,100,TRUE,181.3,6/8/2017,56:25.7
20170609_175556_1017,50,TRUE,184.1,6/9/2017,55:56.6
20170609_175557_1017,88,TRUE,180.3,6/9/2017,55:57.6
20170609_175603_102e,80,TRUE,182.2,6/9/2017,56:03.9
20170610_175547_100b,100,TRUE,180.9,6/10/2017,55:47.7
20170610_175548_100b,100,TRUE,179.9,6/10/2017,55:48.8
20170610_175555_0f51,100,TRUE,176.2,6/10/2017,55:55.5
20170610_175556_0f51,100,TRUE,174.5,6/10/2017,55:56.6
20170612_175657_100e,100,TRUE,181.4,6/12/2017,56:57.8
20170612_175658_100e,100,TRUE,179.5,6/12/2017,56:58.8
20170613_175653_1031,100,TRUE,182,6/13/2017,56:53.3
20170613_175654_1031,100,TRUE,184.8,6/13/2017,56:54.3
20170615_175550_1032,100,TRUE,180.5,6/15/2017,55:50.8
20170615_175551_1032,100,TRUE,183.6,6/15/2017,55:51.8
20170616_175640_1025,100,TRUE,183,6/16/2017,56:40.6
20170616_175641_1025,100,TRUE,181.6,6/16/2017,56:41.6
20170618_175609_1034,100,TRUE,179.5,6/18/2017,56:09.8
20170618_175610_1034,100,TRUE,178.9,6/18/2017,56:10.9
20170618_180310_0e1f,100,TRUE,175.7,6/18/2017,03:10.5
20170618_180311_0e1f,100,TRUE,176.9,6/18/2017,03:11.5
20170620_175631_1021,100,TRUE,182.3,6/20/2017,56:32.0
20170620_175633_1021,100,TRUE,182.8,6/20/2017,56:33.0
20170620_175636_100c,100,TRUE,180.7,6/20/2017,56:36.2
20170620_175637_100c,100,TRUE,179.8,6/20/2017,56:37.3
20170622_175713_1015,100,TRUE,181,6/22/2017,57:13.5
20170625_175620_1029,100,TRUE,175.6,6/25/2017,56:20.8
20170625_175621_1029,100,TRUE,176,6/25/2017,56:21.8
20170625_175712_102c,100,TRUE,183.1,6/25/2017,57:12.8
20170625_175713_102c,100,TRUE,186,6/25/2017,57:13.9
20170625_180339_0e0d,100,TRUE,193.6,6/25/2017,03:39.1
20170625_180340_0e0d,100,TRUE,187.7,6/25/2017,03:40.2
20170626_175637_1005,100,TRUE,178.9,6/26/2017,56:37.7
20170626_175638_1005,100,TRUE,180.7,6/26/2017,56:38.7
20170627_180334_0e0f,100,TRUE,118,6/27/2017,03:34.7
20170627_180335_0e0f,100,TRUE,45.4,6/27/2017,03:35.7
20170628_175659_0f25,100,TRUE,180.9,6/28/2017,56:59.7
20170628_175700_0f25,100,TRUE,178.9,6/28/2017,57:00.8
20170628_175745_103c,100,TRUE,177.5,6/28/2017,57:45.8
20170628_175746_103c,100,TRUE,174.5,6/28/2017,57:46.9
20170629_175720_0f1b,100,TRUE,183.6,6/29/2017,57:20.5
20170629_175720_1009,100,TRUE,178.8,6/29/2017,57:20.4
20170629_175721_0f1b,100,TRUE,182.4,6/29/2017,57:21.5
20170629_175721_1009,100,TRUE,179.2,6/29/2017,57:21.4
20170629_175738_1010,100,TRUE,177.7,6/29/2017,57:38.6
20170629_175739_1010,100,TRUE,177,6/29/2017,57:39.6
20170630_175700_1025,100,TRUE,274.2,6/30/2017,57:00.8
20170630_175701_1025,100,TRUE,274.1,6/30/2017,57:01.9
20170701_175636_103e,100,TRUE,102.1,7/1/2017,56:36.1
20170701_175637_103e,100,TRUE,102,7/1/2017,56:37.2
20170702_175802_1040,100,TRUE,275.5,7/2/2017,58:02.7
20170702_175803_1040,100,TRUE,275.5,7/2/2017,58:03.8
20170703_175755_103d,100,TRUE,274,7/3/2017,57:55.6
20170703_175756_103d,100,TRUE,274,7/3/2017,57:56.6
20170705_175528_1024,85,TRUE,101.4,7/5/2017,55:28.7
20170705_175529_1024,100,TRUE,101.5,7/5/2017,55:29.8
20170705_175557_100e,84,TRUE,101.3,7/5/2017,55:58.0
20170705_175559_100e,100,TRUE,101.4,7/5/2017,55:59.0
20170706_175552_1019,100,TRUE,102.1,7/6/2017,55:52.5
20170706_175553_1019,100,TRUE,101.9,7/6/2017,55:53.5
20170706_175633_1012,100,TRUE,101.3,7/6/2017,56:33.8
20170706_175634_1012,100,TRUE,101.2,7/6/2017,56:34.8
20170708_175805_0f12,100,TRUE,260.6,7/8/2017,58:05.9
20170708_175806_0f12,100,TRUE,260.6,7/8/2017,58:06.9
20170713_175613_1023,98,TRUE,102.1,7/13/2017,56:13.4
20170714_175614_1025,100,TRUE,102.6,7/14/2017,56:14.0
20170714_175615_1025,100,TRUE,102.9,7/14/2017,56:15.1
20170714_175616_1025,100,TRUE,103,7/14/2017,56:16.1
20170715_175723_101d,88,TRUE,103,7/15/2017,57:23.2
20170715_175724_101d,77,TRUE,102.9,7/15/2017,57:24.3
20170717_175827_0f38,100,TRUE,187.9,7/17/2017,58:27.5
20170717_175828_0f38,100,TRUE,187.8,7/17/2017,58:28.6
20170718_175911_101f,100,TRUE,273.8,7/18/2017,59:12.0
20170718_175913_101f,100,TRUE,273.9,7/18/2017,59:13.1
20170719_175648_1005,100,TRUE,102.8,7/19/2017,56:48.1
20170719_175649_1005,100,TRUE,102.5,7/19/2017,56:49.2
20170720_175907_1011,100,TRUE,274,7/20/2017,59:07.2
20170720_175908_1011,100,TRUE,273.7,7/20/2017,59:08.2
20170720_175909_1011,100,TRUE,273.8,7/20/2017,59:09.3
20170720_180525_0e2f,100,TRUE,276.8,7/20/2017,05:25.2
20170720_180526_0e2f,100,TRUE,276.5,7/20/2017,05:26.2
20170721_175927_103c,100,TRUE,276.4,7/21/2017,59:27.4
20170721_175928_103c,100,TRUE,276.5,7/21/2017,59:28.4
20170724_175706_1039,100,TRUE,102,7/24/2017,57:06.1
20170724_175707_1039,100,TRUE,102,7/24/2017,57:07.1
20170724_175912_1036,100,TRUE,272.1,7/24/2017,59:12.6
20170724_175913_1036,100,TRUE,272.5,7/24/2017,59:13.6
20170724_180317_0e16,100,TRUE,104.1,7/24/2017,03:17.1
20170724_180318_0e16,100,TRUE,104.2,7/24/2017,03:18.2
20170725_175904_1040,100,TRUE,270.9,7/25/2017,59:04.7
20170725_175905_1040,100,TRUE,270.4,7/25/2017,59:05.8
20170726_175611_103b,100,TRUE,101,7/26/2017,56:11.3
20170726_175612_103b,100,TRUE,101.2,7/26/2017,56:12.4
20170726_175900_0f28,100,TRUE,273.4,7/26/2017,59:00.4
20170726_175901_0f28,100,TRUE,273.2,7/26/2017,59:01.5
20170726_180100_100b,100,TRUE,277.6,7/26/2017,01:00.0
20170726_180101_100b,100,TRUE,277.6,7/26/2017,01:01.1
20170727_175917_100c,100,TRUE,276.8,7/27/2017,59:17.1
20170727_175918_100c,100,TRUE,277,7/27/2017,59:18.2
20170727_175941_1021,100,TRUE,275.1,7/27/2017,59:41.0
20170727_175942_1021,100,TRUE,275.3,7/27/2017,59:42.1
20170728_175802_1026,100,TRUE,260.4,7/28/2017,58:02.8
20170728_175803_1026,100,TRUE,260.2,7/28/2017,58:03.9
20170728_175904_102d,100,TRUE,261.8,7/28/2017,59:04.6
20170728_175915_1018,100,TRUE,115.2,7/28/2017,59:16.0
20170729_175911_1031,100,TRUE,158.9,7/29/2017,59:12.0
20170729_175913_1031,100,TRUE,159.3,7/29/2017,59:13.0
20170730_175938_0f34,100,TRUE,240.3,7/30/2017,59:38.7
20170730_175939_0f34,100,TRUE,237.1,7/30/2017,59:39.7
20170731_175910_0f15,100,TRUE,273.2,7/31/2017,59:10.9
20170731_175911_0f15,100,TRUE,273.1,7/31/2017,59:11.9
20170731_175912_0f15,100,TRUE,272.9,7/31/2017,59:13.0
20170803_175820_101a,63,TRUE,108.4,8/3/2017,58:20.3
20170805_190446_0f37,100,TRUE,181.9,8/5/2017,04:46.2
20170805_190447_0f37,100,TRUE,183.3,8/5/2017,04:47.2
20170807_175743_1015,100,TRUE,100.9,8/7/2017,57:43.4
20170807_175744_1015,100,TRUE,101.1,8/7/2017,57:44.4
20170807_175745_1015,100,TRUE,101.1,8/7/2017,57:45.5
20170812_175959_1038,100,TRUE,260.8,8/12/2017,59:59.1
20170812_180000_1038,100,TRUE,259.8,8/12/2017,00:00.1
20170815_175726_1002,83,TRUE,102.4,8/15/2017,57:26.4
20170815_190311_0f2b,74,TRUE,191.9,8/15/2017,03:11.9
20170815_190312_0f2b,92,TRUE,189,8/15/2017,03:12.9
20170815_190313_0f2b,100,TRUE,189,8/15/2017,03:13.9
20170816_180242_0e0e,100,TRUE,163.8,8/16/2017,02:42.8
20170816_180243_0e0e,100,TRUE,158.5,8/16/2017,02:43.8
20170818_180008_0f51,100,TRUE,269.2,8/18/2017,00:08.5
20170818_180009_0f51,100,TRUE,270,8/18/2017,00:09.5
20170818_190238_1048,100,TRUE,177.4,8/18/2017,02:38.6
20170818_190239_1048,100,TRUE,174.3,8/18/2017,02:39.6
20170818_190240_1048,100,TRUE,174.3,8/18/2017,02:40.5
20170818_190256_104b,100,TRUE,170.1,8/18/2017,02:56.7
20170818_190257_104b,100,TRUE,175.8,8/18/2017,02:57.6
20170818_190305_104a,100,TRUE,182,8/18/2017,03:06.0
20170818_190306_104a,100,TRUE,180.4,8/18/2017,03:07.0
20170819_180443_0e19,100,TRUE,273.7,8/19/2017,04:43.9
20170819_180445_0e19,100,TRUE,273.3,8/19/2017,04:45.0
20170820_175832_1005,100,TRUE,101.3,8/20/2017,58:32.9
20170820_175833_1005,100,TRUE,101.1,8/20/2017,58:34.0
20170821_180218_1042,90,TRUE,278,8/21/2017,02:18.7
20170821_180219_1042,86,TRUE,277.7,8/21/2017,02:19.7
20170822_175826_0f34,100,TRUE,102,8/22/2017,58:26.1
20170822_175827_0f34,100,TRUE,101.9,8/22/2017,58:27.1
20170823_180018_1014,56,TRUE,211,8/23/2017,00:18.2
20170824_190232_104f,100,TRUE,175.6,8/24/2017,02:32.0
20170824_190233_1_104f,100,TRUE,175.6,8/24/2017,02:33.0
20170825_175902_1028,100,TRUE,103.1,8/25/2017,59:02.9
20170825_175903_1028,100,TRUE,102.8,8/25/2017,59:03.9
20170826_180125_102e,100,TRUE,275.6,8/26/2017,01:25.1
20170826_180126_102e,100,TRUE,275.7,8/26/2017,01:26.2
20170827_190145_0f4d,100,TRUE,176.4,8/27/2017,01:45.3
20170827_190146_0f4d,100,TRUE,176.4,8/27/2017,01:46.2
20170828_175835_1009,100,TRUE,105.7,8/28/2017,58:35.2
20170828_175836_1009,100,TRUE,105.6,8/28/2017,58:36.2
20170830_175853_1012,100,TRUE,101.8,8/30/2017,58:53.7
20170830_175854_1012,100,TRUE,102,8/30/2017,58:54.8
20170830_180028_1031,89,TRUE,110.5,8/30/2017,00:28.4
20170830_180029_1031,96,TRUE,109.6,8/30/2017,00:29.4
20170831_180042_0f52,100,TRUE,274.7,8/31/2017,00:42.9
20170831_180043_0f52,100,TRUE,274.4,8/31/2017,00:43.9
20170831_180122_0f34,100,TRUE,271.9,8/31/2017,01:22.3
20170831_180123_0f34,100,TRUE,270.9,8/31/2017,01:23.3
20170831_180508_0e2f,100,TRUE,225.5,8/31/2017,05:08.0
20170831_180509_0e2f,100,TRUE,220.9,8/31/2017,05:09.0
20170831_190129_100d,100,TRUE,174.6,8/31/2017,01:29.7
20170831_190130_100d,100,TRUE,178.8,8/31/2017,01:30.7
20170901_180105_0f15,76,TRUE,253.6,9/1/2017,01:05.9
20170901_180106_0f15,55,TRUE,253.8,9/1/2017,01:07.0
20170902_180016_1003,91,TRUE,268.5,9/2/2017,00:16.1
20170902_180017_1003,100,TRUE,268.7,9/2/2017,00:17.1
20170902_180018_1003,99,TRUE,268.7,9/2/2017,00:18.2
20170902_180223_1029,98,TRUE,277,9/2/2017,02:23.2
20170905_190002_0f36,100,TRUE,170.1,9/5/2017,00:02.9
20170905_190003_0f36,100,TRUE,174.2,9/5/2017,00:03.9
20170905_190004_0f36,100,TRUE,174.3,9/5/2017,00:04.8
20170905_190138_0f44,100,TRUE,259.5,9/5/2017,01:38.6
20170905_190139_0f44,100,TRUE,259.1,9/5/2017,01:39.6
20170906_180026_1023,100,TRUE,270.4,9/6/2017,00:27.0
20170906_180028_1023,100,TRUE,270.3,9/6/2017,00:28.0
20170906_185940_1052,100,TRUE,205.8,9/6/2017,59:40.6
20170906_185941_1052,100,TRUE,205.8,9/6/2017,59:41.6
20170907_180054_1025,100,TRUE,275.4,9/7/2017,00:54.5
20170907_180055_1025,100,TRUE,275,9/7/2017,00:55.6
20170908_180118_1012,97,TRUE,269.2,9/8/2017,01:18.6
20170908_180119_1012,97,TRUE,268.9,9/8/2017,01:19.6
20170910_180315_0f15,52,TRUE,277.6,9/10/2017,03:15.0
20170911_180219_101f,93,TRUE,276.9,9/11/2017,02:19.4
20170911_180220_101f,93,TRUE,276.7,9/11/2017,02:20.5
20170916_180140_102f,100,TRUE,274.2,9/16/2017,01:40.4
20170916_180141_102f,100,TRUE,274.6,9/16/2017,01:41.5
20170920_180525_0e14,100,TRUE,146.4,9/20/2017,05:25.8
20170920_180526_0e14,100,TRUE,164.5,9/20/2017,05:26.8
20170922_175959_1027,100,TRUE,102.3,9/22/2017,59:59.9
20170922_180000_1027,100,TRUE,102.3,9/22/2017,00:01.0
20170922_180335_0e0e,100,TRUE,164.4,9/22/2017,03:35.8
20170922_180336_0e0e,100,TRUE,164.2,9/22/2017,03:36.8
20170925_175916_1002,100,TRUE,101.2,9/25/2017,59:16.9
20170925_175918_1002,100,TRUE,101.2,9/25/2017,59:18.0
20170925_185813_0f4f,100,TRUE,259.5,9/25/2017,58:13.7
20170925_185814_0f4f,100,TRUE,259.5,9/25/2017,58:14.7
20170926_180216_1030,100,TRUE,276.6,9/26/2017,02:16.8
20170926_180217_1030,100,TRUE,276.8,9/26/2017,02:17.9
20170926_180218_1030,100,TRUE,276.8,9/26/2017,02:18.9
20171001_175928_1042,100,TRUE,101.2,10/1/2017,59:28.1
20171001_180028_1027,100,TRUE,101.9,10/1/2017,00:28.1
20171001_180029_1027,100,TRUE,101.8,10/1/2017,00:29.2
20171002_180152_0f43,100,TRUE,107.8,10/2/2017,01:52.2
20171002_180153_0f43,100,TRUE,106.9,10/2/2017,01:53.2
20171005_180022_100a,100,TRUE,100.9,10/5/2017,00:22.8
20171005_180023_100a,100,TRUE,100.9,10/5/2017,00:23.8
20171007_180201_1033,100,TRUE,149.2,10/7/2017,02:01.6
20171007_180202_1033,100,TRUE,152,10/7/2017,02:02.7
20171011_180136_0f43,100,TRUE,112.8,10/11/2017,01:37.0
20171011_180138_0f43,93,TRUE,112.8,10/11/2017,01:38.0
20171012_185622_104c,100,TRUE,259.9,10/12/2017,56:22.1
20171012_185623_104c,100,TRUE,259.7,10/12/2017,56:23.1
20171013_185539_1053,100,TRUE,259.6,10/13/2017,55:40.0
20171013_185540_1053,100,TRUE,259.6,10/13/2017,55:41.0
20171014_180410_1031,100,TRUE,276.5,10/14/2017,04:10.2
20171014_180411_1031,100,TRUE,276.2,10/14/2017,04:11.3
20171016_180227_0f42,100,TRUE,251.4,10/16/2017,02:27.3
20171016_180228_0f42,100,TRUE,251.4,10/16/2017,02:28.4
20171018_180244_103e,100,TRUE,246.6,10/18/2017,02:44.1
20171018_180245_103e,100,TRUE,246.4,10/18/2017,02:45.2
20171020_180217_103b,96,TRUE,119.3,10/20/2017,02:17.4
20171021_180109_1032,100,TRUE,101.9,10/21/2017,01:09.2
20171021_180110_1032,100,TRUE,101.5,10/21/2017,01:10.3
20171022_180245_1025,100,TRUE,274.1,10/22/2017,02:45.5
20171022_180246_1025,100,TRUE,274.1,10/22/2017,02:46.6
20171023_180403_101e,100,TRUE,277.1,10/23/2017,04:03.4
20171023_180404_101e,100,TRUE,277.3,10/23/2017,04:04.4
20171024_180242_0f52,100,TRUE,264.4,10/24/2017,02:42.9
20171024_180243_0f52,100,TRUE,264.4,10/24/2017,02:43.9
20171024_180342_0f34,100,TRUE,270.5,10/24/2017,03:42.2
20171024_180343_0f34,100,TRUE,270.5,10/24/2017,03:43.3
20171025_180251_0f15,100,TRUE,273,10/25/2017,02:51.4
20171025_180252_0f15,100,TRUE,273.6,10/25/2017,02:52.5
20171026_180138_101f,100,TRUE,114.4,10/26/2017,01:38.5
20171026_180139_101f,100,TRUE,114.4,10/26/2017,01:39.5
20171026_180303_1003,100,TRUE,240.5,10/26/2017,03:03.5
20171028_180317_1044,100,TRUE,125.2,10/28/2017,03:17.8
20171028_180318_1044,100,TRUE,125.2,10/28/2017,03:18.8
20171028_185341_1050,100,TRUE,260.1,10/28/2017,53:41.5
20171028_185342_1050,100,TRUE,260.2,10/28/2017,53:42.5
20171105_180338_1015,89,TRUE,193,11/5/2017,03:38.4
20171105_180339_1015,100,TRUE,190.4,11/5/2017,03:39.5
20171106_180208_102e,80,TRUE,105.7,11/6/2017,02:08.5
20171106_180209_102e,51,TRUE,105.6,11/6/2017,02:09.5
20171107_180505_0f51,100,TRUE,277.2,11/7/2017,05:05.6
20171107_180506_0f51,100,TRUE,277.3,11/7/2017,05:06.6
20171107_180702_0e26,100,TRUE,277.1,11/7/2017,07:03.0
20171107_180704_0e26,100,TRUE,277.2,11/7/2017,07:04.0
20171109_180304_1007,82,TRUE,106.3,11/9/2017,03:04.6
20171109_180305_1007,74,TRUE,106.3,11/9/2017,03:05.6
20171110_180304_1011,100,TRUE,185.2,11/10/2017,03:04.3
20171110_180305_1011,100,TRUE,182.9,11/10/2017,03:05.3
20171110_180306_1011,100,TRUE,182.9,11/10/2017,03:06.3
20171111_180452_103c,100,TRUE,276.7,11/11/2017,04:52.7
20171111_180453_103c,100,TRUE,276.7,11/11/2017,04:53.7
20171111_180454_103c,100,TRUE,276.9,11/11/2017,04:54.7
20171113_180301_1029,100,TRUE,104.1,11/13/2017,03:01.9
20171113_180302_1029,100,TRUE,104.9,11/13/2017,03:02.9
20171113_180621_0e20,100,TRUE,106.3,11/13/2017,06:21.2
20171113_180622_0e20,100,TRUE,106.1,11/13/2017,06:22.3
20171117_180304_0f18,54,TRUE,110.5,11/17/2017,03:04.1
20171117_180305_0f18,67,TRUE,111.8,11/17/2017,03:05.1
20171120_180722_0e16,95,TRUE,187.8,11/20/2017,07:22.6
20171120_180723_0e16,100,TRUE,180.7,11/20/2017,07:23.7
20171121_180329_1008,62,TRUE,102.5,11/21/2017,03:29.9
20171121_180330_1008,84,TRUE,102.5,11/21/2017,03:30.9
20171122_180418_1018,100,TRUE,105.4,11/22/2017,04:18.5
20171123_180511_1012,100,TRUE,271.5,11/23/2017,05:11.2
20171125_180310_1033,100,TRUE,159.4,11/25/2017,03:10.9
20171125_180311_1033,100,TRUE,153.9,11/25/2017,03:12.0
20171125_180508_0f42,93,TRUE,271.4,11/25/2017,05:08.2
20171125_180509_0f42,99,TRUE,271.4,11/25/2017,05:09.2
20171127_180458_1039,100,TRUE,274.7,11/27/2017,04:58.9
20171127_180459_1039,100,TRUE,274.7,11/27/2017,05:00.0
20171128_180426_1044,100,TRUE,143.8,11/28/2017,04:26.6
20171128_180427_1044,100,TRUE,140.7,11/28/2017,04:27.7
20171129_180450_0f28,100,TRUE,117.8,11/29/2017,04:50.7
20171129_180451_0f28,98,TRUE,117.8,11/29/2017,04:51.7
20171130_180349_0f3f,100,TRUE,251.6,11/30/2017,03:50.0
20171130_180351_0f3f,100,TRUE,251.6,11/30/2017,03:51.0
20171130_180734_0e0f,100,TRUE,181.1,11/30/2017,07:34.1
20171130_180735_0e0f,100,TRUE,181.1,11/30/2017,07:35.1
20171201_180343_102f,100,TRUE,273.6,12/1/2017,03:43.6
20171202_180411_101e,100,TRUE,155.1,12/2/2017,04:11.0
20171202_180412_101e,100,TRUE,155.1,12/2/2017,04:12.1
20171203_180511_0f25,66,TRUE,171.3,12/3/2017,05:12.0
20171203_180513_0f25,78,TRUE,171.3,12/3/2017,05:13.0
20171203_180514_0f25,99,TRUE,179.7,12/3/2017,05:14.1
20171203_180519_0e0e,95,TRUE,177.9,12/3/2017,05:19.6
20171203_180520_0e0e,99,TRUE,177.9,12/3/2017,05:20.7
20171203_184735_1053,100,TRUE,259.2,12/3/2017,47:35.9
20171203_184736_1053,98,TRUE,259.5,12/3/2017,47:36.8
20171204_180507_0f12,100,TRUE,154,12/4/2017,05:07.1
20171204_180508_0f12,100,TRUE,153.9,12/4/2017,05:08.2
20171204_180509_0f12,100,TRUE,163.2,12/4/2017,05:09.2
20171205_180337_1003,100,TRUE,261.4,12/5/2017,03:37.2
20171205_180338_1003,100,TRUE,260.8,12/5/2017,03:38.2
20171205_180452_1001,100,TRUE,268.9,12/5/2017,04:52.2
20171205_180453_1001,100,TRUE,268.5,12/5/2017,04:53.2
20171205_180454_1001,100,TRUE,268.5,12/5/2017,04:54.3
20171206_180413_1015,100,TRUE,104,12/6/2017,04:13.7
20171206_180414_1015,100,TRUE,103.8,12/6/2017,04:14.8
20171207_180450_1006,100,TRUE,272.1,12/7/2017,04:50.5
20171207_180451_1006,100,TRUE,273.6,12/7/2017,04:51.6
20171208_180516_0f51,100,TRUE,172.6,12/8/2017,05:16.4
20171208_180517_0f51,100,TRUE,172.6,12/8/2017,05:17.4
20171209_180202_1023,92,TRUE,100.8,12/9/2017,02:02.7
20171209_180446_1010,94,TRUE,246.7,12/9/2017,04:46.8
20171209_180447_1010,55,TRUE,246.7,12/9/2017,04:47.9
20171211_180430_1027,100,TRUE,265.3,12/11/2017,04:30.2
20171211_180431_1027,90,TRUE,265.3,12/11/2017,04:31.3
20171211_180520_1038,99,TRUE,120.9,12/11/2017,05:20.9
20171212_180437_101b,100,TRUE,164.4,12/12/2017,04:37.1
20171212_180438_101b,97,TRUE,164.7,12/12/2017,04:38.1
20171213_180404_1035,100,TRUE,107.2,12/13/2017,04:04.0
